발표시각,지역,도시,예보시각,최저기온,최고기온,최저기온하한,최저기온상한,최고기온하한,최고기온상한
2020-08-01 06시,전북남부서해안,고창,2020-08-09,24,28,23,25,27,29
2020-08-01 06시,전북남부서해안,고창,2020-08-10,24,29,23,25,28,30
2020-08-01 06시,전북남부서해안,고창,2020-08-11,24,29,23,25,28,30
2020-08-01 06시,전북남부서해안,부안,2020-08-04,25,31,,,,
2020-08-01 06시,전북남부서해안,부안,2020-08-05,25,30,,,,
2020-08-01 06시,전북남부서해안,부안,2020-08-06,24,30,,,,
2020-08-01 06시,전북남부서해안,부안,2020-08-07,24,29,,,,
2020-08-01 06시,전북남부서해안,부안,2020-08-08,24,29,,,,
2020-08-01 06시,전북남부서해안,부안,2020-08-09,24,30,,,,
2020-08-01 06시,전북남부서해안,부안,2020-08-10,24,30,,,,
2020-08-01 06시,전북남부서해안,부안,2020-08-11,24,31,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-04,25,32,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-05,25,31,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-06,25,31,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-07,24,29,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-08,24,30,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-09,24,31,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-10,25,31,,,,
2020-08-01 06시,전남북부서해안,함평,2020-08-11,25,32,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-04,25,31,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-05,25,30,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-06,25,30,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-07,24,29,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-08,24,29,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-09,24,30,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-10,24,30,,,,
2020-08-01 06시,전남북부서해안,영광,2020-08-11,24,31,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-04,25,30,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-05,25,30,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-06,25,29,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-07,25,28,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-08,24,28,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-09,24,29,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-10,24,28,,,,
2020-08-01 06시,전남남부서해안,진도,2020-08-11,24,30,,,,
2020-08-01 06시,전남중부서해안,목포,2020-08-04,25,31,24,26,30,31
2020-08-01 06시,전남중부서해안,목포,2020-08-05,25,30,24,26,29,30
2020-08-01 06시,전남중부서해안,목포,2020-08-06,25,30,24,26,30,30
2020-08-01 06시,전남중부서해안,목포,2020-08-07,25,29,24,26,28,30
2020-08-01 06시,전남중부서해안,목포,2020-08-08,24,28,24,25,27,29
2020-08-01 06시,전남중부서해안,목포,2020-08-09,24,29,24,26,28,30
2020-08-01 06시,전남중부서해안,목포,2020-08-10,25,29,24,26,28,29
2020-08-01 06시,전남중부서해안,목포,2020-08-11,24,30,23,25,29,30
2020-08-01 06시,전남중부서해안,영암,2020-08-04,25,31,,,,
2020-08-01 06시,전남중부서해안,영암,2020-08-05,25,31,,,,
2020-08-01 06시,전남중부서해안,영암,2020-08-06,25,31,,,,
2020-08-01 06시,전남중부서해안,영암,2020-08-07,25,29,,,,
2020-08-01 06시,전남중부서해안,영암,2020-08-08,25,30,,,,
2020-08-01 06시,전남중부서해안,영암,2020-08-09,24,31,,,,
2020-08-01 06시,전남중부서해안,영암,2020-08-10,25,33,,,,
2020-08-01 06시,전남중부서해안,영암,2020-08-11,25,32,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-04,25,30,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-05,25,30,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-06,24,30,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-07,24,29,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-08,24,28,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-09,24,29,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-10,24,30,,,,
2020-08-01 06시,전남중부서해안,신안,2020-08-11,25,30,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-04,25,31,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-05,25,31,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-06,25,30,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-07,25,28,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-08,24,29,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-09,24,30,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-10,25,31,,,,
2020-08-01 06시,전남중부서해안,무안,2020-08-11,24,31,,,,
2020-08-01 18시,서해5도,백령도,2020-08-04,22,27,,,,
2020-08-01 18시,서해5도,백령도,2020-08-05,22,26,,,,
2020-08-01 18시,서해5도,백령도,2020-08-06,21,26,,,,
2020-08-01 18시,서해5도,백령도,2020-08-07,21,26,,,,
2020-08-01 18시,서해5도,백령도,2020-08-08,21,27,,,,
2020-08-01 18시,서해5도,백령도,2020-08-09,21,26,,,,
2020-08-01 18시,서해5도,백령도,2020-08-10,21,27,,,,
2020-08-01 18시,서해5도,백령도,2020-08-11,22,26,,,,
2020-08-01 18시,서울(국지),서울,2020-08-04,24,29,23,25,28,30
2020-08-01 18시,서울(국지),서울,2020-08-05,24,29,23,25,28,31
2020-08-01 18시,서울(국지),서울,2020-08-06,24,29,23,25,27,30
2020-08-01 18시,서울(국지),서울,2020-08-07,24,28,23,25,27,30
2020-08-01 18시,서울(국지),서울,2020-08-08,23,29,22,24,28,30
2020-08-01 18시,서울(국지),서울,2020-08-09,24,29,23,25,28,30
2020-08-01 18시,서울(국지),서울,2020-08-10,24,29,23,25,28,31
2020-08-01 18시,서울(국지),서울,2020-08-11,24,29,23,24,28,30
2020-08-01 18시,서울(국지),과천,2020-08-04,24,29,,,,
2020-08-01 18시,서울(국지),과천,2020-08-05,24,27,,,,
2020-08-01 18시,서울(국지),과천,2020-08-06,24,27,,,,
2020-08-01 18시,서울(국지),과천,2020-08-07,23,27,,,,
2020-08-01 18시,서울(국지),과천,2020-08-08,23,28,,,,
2020-08-01 18시,서울(국지),과천,2020-08-09,23,29,,,,
2020-08-01 18시,서울(국지),과천,2020-08-10,24,30,,,,
2020-08-01 18시,서울(국지),과천,2020-08-11,24,29,,,,
2020-08-01 18시,서울(국지),광명,2020-08-04,25,28,,,,
2020-08-01 18시,서울(국지),광명,2020-08-05,24,28,,,,
2020-08-01 18시,서울(국지),광명,2020-08-06,24,27,,,,
2020-08-01 18시,서울(국지),광명,2020-08-07,24,27,,,,
2020-08-01 18시,서울(국지),광명,2020-08-08,24,28,,,,
2020-08-01 18시,서울(국지),광명,2020-08-09,24,28,,,,
2020-08-01 18시,서울(국지),광명,2020-08-10,24,29,,,,
2020-08-01 18시,서울(국지),광명,2020-08-11,25,29,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-04,23,25,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-05,23,26,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-06,23,26,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-07,23,26,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-08,22,27,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-09,22,27,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-10,23,27,,,,
2020-08-01 18시,경기북부서해안,강화,2020-08-11,23,27,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-04,24,28,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-05,24,27,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-06,24,27,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-07,24,27,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-08,23,28,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-09,24,29,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-10,24,29,,,,
2020-08-01 18시,경기북부서해안,김포,2020-08-11,25,30,,,,
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-04,24,28,23,25,27,29
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-05,24,28,23,25,27,29
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-06,24,28,23,25,27,29
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-07,24,27,23,25,26,28
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-08,23,27,22,24,26,28
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-09,23,28,22,24,27,29
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-10,24,28,23,25,27,29
2020-08-01 18시,인천.경기남부서해안,인천,2020-08-11,24,28,23,25,27,29
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-04,24,29,,,,
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-05,24,28,,,,
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-06,24,28,,,,
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-07,23,28,,,,
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-08,23,29,,,,
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-09,24,29,,,,
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-10,24,30,,,,
2020-08-01 18시,인천.경기남부서해안,시흥,2020-08-11,25,30,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-04,25,30,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-05,25,29,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-06,25,29,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-07,24,29,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-08,24,30,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-09,25,30,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-10,24,31,,,,
2020-08-01 18시,인천.경기남부서해안,안산,2020-08-11,25,30,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-04,24,28,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-05,24,29,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-06,24,28,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-07,24,28,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-08,23,28,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-09,24,30,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-10,24,30,,,,
2020-08-01 18시,인천.경기남부서해안,부천,2020-08-11,25,31,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-04,24,27,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-05,23,29,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-06,24,27,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-07,23,27,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-08,23,29,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-09,23,28,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-10,23,29,,,,
2020-08-01 18시,경기북서내륙,의정부,2020-08-11,24,30,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-04,24,30,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-05,24,28,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-06,24,29,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-07,23,28,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-08,23,30,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-09,23,30,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-10,23,30,,,,
2020-08-01 18시,경기북서내륙,고양,2020-08-11,24,31,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-04,24,28,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-05,23,27,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-06,24,27,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-07,23,27,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-08,23,28,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-09,23,29,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-10,23,29,,,,
2020-08-01 18시,경기북서내륙,양주,2020-08-11,24,28,,,,
2020-08-01 18시,경기북서내륙,파주,2020-08-04,23,28,22,24,26,30
2020-08-01 18시,경기북서내륙,파주,2020-08-05,23,28,22,24,27,29
2020-08-01 18시,경기북서내륙,파주,2020-08-06,23,28,22,24,27,29
2020-08-01 18시,경기북서내륙,파주,2020-08-07,23,28,22,24,27,30
2020-08-01 18시,경기북서내륙,파주,2020-08-08,22,28,21,23,26,30
2020-08-01 18시,경기북서내륙,파주,2020-08-09,23,28,21,25,26,30
2020-08-01 18시,경기북서내륙,파주,2020-08-10,23,28,21,25,26,30
2020-08-01 18시,경기북서내륙,파주,2020-08-11,23,29,22,24,28,30
2020-08-01 18시,경기북동내륙,동두천,2020-08-04,23,27,,,,
2020-08-01 18시,경기북동내륙,동두천,2020-08-05,23,26,,,,
2020-08-01 18시,경기북동내륙,동두천,2020-08-06,23,26,,,,
2020-08-01 18시,경기북동내륙,동두천,2020-08-07,23,27,,,,
2020-08-01 18시,경기북동내륙,동두천,2020-08-08,22,28,,,,
2020-08-01 18시,경기북동내륙,동두천,2020-08-09,22,28,,,,
2020-08-01 18시,경기북동내륙,동두천,2020-08-10,23,28,,,,
2020-08-01 18시,경기북동내륙,동두천,2020-08-11,23,28,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-04,21,26,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-05,22,25,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-06,22,26,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-07,22,27,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-08,22,26,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-09,22,28,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-10,22,27,,,,
2020-08-01 18시,경기북동내륙,연천,2020-08-11,24,28,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-04,25,29,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-05,23,27,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-06,23,28,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-07,23,27,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-08,23,29,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-09,23,30,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-10,23,29,,,,
2020-08-01 18시,경기북동내륙,포천,2020-08-11,24,30,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-04,23,29,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-05,22,28,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-06,23,27,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-07,23,27,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-08,22,29,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-09,22,30,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-10,22,29,,,,
2020-08-01 18시,경기북동내륙,가평,2020-08-11,23,29,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-04,25,30,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-05,25,30,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-06,24,29,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-07,24,29,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-08,25,30,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-09,24,31,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-10,24,31,,,,
2020-08-01 18시,경기중부내륙,구리,2020-08-11,25,31,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-04,24,28,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-05,24,28,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-06,24,27,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-07,24,27,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-08,24,28,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-09,23,29,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-10,24,29,,,,
2020-08-01 18시,경기중부내륙,남양주,2020-08-11,24,29,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-04,24,28,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-05,24,28,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-06,24,27,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-07,23,27,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-08,23,28,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-09,23,29,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-10,24,29,,,,
2020-08-01 18시,경기중부내륙,양평,2020-08-11,24,29,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-04,25,29,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-05,24,29,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-06,25,28,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-07,24,28,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-08,24,29,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-09,24,30,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-10,24,30,,,,
2020-08-01 18시,경기중부내륙,하남,2020-08-11,25,30,,,,
2020-08-01 18시,경기남서내륙,수원,2020-08-04,24,30,23,25,29,31
2020-08-01 18시,경기남서내륙,수원,2020-08-05,24,29,23,25,28,31
2020-08-01 18시,경기남서내륙,수원,2020-08-06,24,29,23,25,28,30
2020-08-01 18시,경기남서내륙,수원,2020-08-07,24,30,23,25,29,31
2020-08-01 18시,경기남서내륙,수원,2020-08-08,23,30,22,24,28,31
2020-08-01 18시,경기남서내륙,수원,2020-08-09,24,30,23,25,29,31
2020-08-01 18시,경기남서내륙,수원,2020-08-10,24,30,23,24,29,31
2020-08-01 18시,경기남서내륙,수원,2020-08-11,24,30,23,25,29,31
2020-08-01 18시,경기남서내륙,안양,2020-08-04,25,28,,,,
2020-08-01 18시,경기남서내륙,안양,2020-08-05,25,27,,,,
2020-08-01 18시,경기남서내륙,안양,2020-08-06,25,26,,,,
2020-08-01 18시,경기남서내륙,안양,2020-08-07,24,27,,,,
2020-08-01 18시,경기남서내륙,안양,2020-08-08,24,27,,,,
2020-08-01 18시,경기남서내륙,안양,2020-08-09,24,28,,,,
2020-08-01 18시,경기남서내륙,안양,2020-08-10,24,29,,,,
2020-08-01 18시,경기남서내륙,안양,2020-08-11,25,27,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-04,25,30,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-05,24,29,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-06,24,28,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-07,24,29,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-08,24,30,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-09,25,29,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-10,24,30,,,,
2020-08-01 18시,경기남서내륙,오산,2020-08-11,25,30,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-04,25,29,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-05,24,28,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-06,24,28,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-07,24,28,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-08,24,28,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-09,24,29,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-10,24,30,,,,
2020-08-01 18시,경기남서내륙,화성,2020-08-11,25,29,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-04,25,29,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-05,25,28,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-06,25,28,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-07,24,28,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-08,24,28,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-09,24,29,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-10,24,30,,,,
2020-08-01 18시,경기남서내륙,성남,2020-08-11,25,30,,,,
2020-08-01 18시,경기남서내륙,평택,2020-08-04,24,31,23,25,29,33
2020-08-01 18시,경기남서내륙,평택,2020-08-05,24,30,23,25,28,32
2020-08-01 18시,경기남서내륙,평택,2020-08-06,24,29,23,25,27,31
2020-08-01 18시,경기남서내륙,평택,2020-08-07,24,30,23,25,28,32
2020-08-01 18시,경기남서내륙,평택,2020-08-08,24,30,22,26,29,32
2020-08-01 18시,경기남서내륙,평택,2020-08-09,24,31,22,26,29,33
2020-08-01 18시,경기남서내륙,평택,2020-08-10,24,31,22,26,29,33
2020-08-01 18시,경기남서내륙,평택,2020-08-11,24,32,23,25,31,33
2020-08-01 18시,경기남서내륙,의왕,2020-08-04,24,28,,,,
2020-08-01 18시,경기남서내륙,의왕,2020-08-05,23,27,,,,
2020-08-01 18시,경기남서내륙,의왕,2020-08-06,23,27,,,,
2020-08-01 18시,경기남서내륙,의왕,2020-08-07,23,27,,,,
2020-08-01 18시,경기남서내륙,의왕,2020-08-08,23,27,,,,
2020-08-01 18시,경기남서내륙,의왕,2020-08-09,23,28,,,,
2020-08-01 18시,경기남서내륙,의왕,2020-08-10,23,29,,,,
2020-08-01 18시,경기남서내륙,의왕,2020-08-11,24,28,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-04,24,29,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-05,24,28,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-06,24,27,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-07,24,28,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-08,23,28,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-09,23,29,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-10,24,29,,,,
2020-08-01 18시,경기남서내륙,군포,2020-08-11,24,28,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-04,25,30,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-05,25,29,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-06,25,29,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-07,24,28,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-08,24,29,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-09,24,29,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-10,24,31,,,,
2020-08-01 18시,경기남서내륙,안성,2020-08-11,25,31,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-04,24,28,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-05,24,28,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-06,24,27,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-07,23,28,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-08,23,29,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-09,23,28,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-10,23,29,,,,
2020-08-01 18시,경기남서내륙,용인,2020-08-11,24,29,,,,
2020-08-01 18시,경기남동내륙,이천,2020-08-04,23,30,22,24,29,31
2020-08-01 18시,경기남동내륙,이천,2020-08-05,23,29,22,24,28,30
2020-08-01 18시,경기남동내륙,이천,2020-08-06,23,28,22,24,26,30
2020-08-01 18시,경기남동내륙,이천,2020-08-07,23,28,22,24,26,30
2020-08-01 18시,경기남동내륙,이천,2020-08-08,23,29,22,24,27,30
2020-08-01 18시,경기남동내륙,이천,2020-08-09,24,28,22,26,26,30
2020-08-01 18시,경기남동내륙,이천,2020-08-10,23,29,21,25,27,31
2020-08-01 18시,경기남동내륙,이천,2020-08-11,23,30,22,24,29,31
2020-08-01 18시,경기남동내륙,광주,2020-08-04,24,28,,,,
2020-08-01 18시,경기남동내륙,광주,2020-08-05,23,27,,,,
2020-08-01 18시,경기남동내륙,광주,2020-08-06,24,27,,,,
2020-08-01 18시,경기남동내륙,광주,2020-08-07,23,27,,,,
2020-08-01 18시,경기남동내륙,광주,2020-08-08,23,27,,,,
2020-08-01 18시,경기남동내륙,광주,2020-08-09,23,28,,,,
2020-08-01 18시,경기남동내륙,광주,2020-08-10,23,29,,,,
2020-08-01 18시,경기남동내륙,광주,2020-08-11,24,29,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-04,23,28,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-05,23,27,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-06,24,27,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-07,23,27,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-08,23,28,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-09,23,28,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-10,23,28,,,,
2020-08-01 18시,경기남동내륙,여주,2020-08-11,24,30,,,,
2020-08-01 18시,충북북서내륙,충주,2020-08-04,24,30,23,25,29,31
2020-08-01 18시,충북북서내륙,충주,2020-08-05,24,29,24,25,27,30
2020-08-01 18시,충북북서내륙,충주,2020-08-06,24,28,24,24,27,29
2020-08-01 18시,충북북서내륙,충주,2020-08-07,24,28,23,25,27,28
2020-08-01 18시,충북북서내륙,충주,2020-08-08,24,29,23,25,28,30
2020-08-01 18시,충북북서내륙,충주,2020-08-09,23,29,22,24,28,30
2020-08-01 18시,충북북서내륙,충주,2020-08-10,24,30,23,25,29,31
2020-08-01 18시,충북북서내륙,충주,2020-08-11,24,31,23,25,30,32
2020-08-01 18시,충북북서내륙,진천,2020-08-04,24,29,,,,
2020-08-01 18시,충북북서내륙,진천,2020-08-05,24,29,,,,
2020-08-01 18시,충북북서내륙,진천,2020-08-06,24,28,,,,
2020-08-01 18시,충북북서내륙,진천,2020-08-07,24,27,,,,
2020-08-01 18시,충북북서내륙,진천,2020-08-08,23,28,,,,
2020-08-01 18시,충북북서내륙,진천,2020-08-09,23,28,,,,
2020-08-01 18시,충북북서내륙,진천,2020-08-10,24,30,,,,
2020-08-01 18시,충북북서내륙,진천,2020-08-11,24,30,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-04,23,29,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-05,23,28,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-06,24,27,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-07,23,27,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-08,23,28,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-09,22,28,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-10,23,30,,,,
2020-08-01 18시,충북북서내륙,음성,2020-08-11,23,30,,,,
2020-08-01 18시,충북북동내륙,제천,2020-08-04,24,29,,,,
2020-08-01 18시,충북북동내륙,제천,2020-08-05,24,28,,,,
2020-08-01 18시,충북북동내륙,제천,2020-08-06,24,28,,,,
2020-08-01 18시,충북북동내륙,제천,2020-08-07,23,28,,,,
2020-08-01 18시,충북북동내륙,제천,2020-08-08,23,28,,,,
2020-08-01 18시,충북북동내륙,제천,2020-08-09,22,28,,,,
